        0.0000000000        0.8660254038      -13.6248633000
        0.0250000000        0.8910254038      -13.6221423000
        0.0500000000        0.9160254038      -13.6180608000
        0.0750000000        0.9410254038      -13.6098978000
        0.1000000000        0.9660254038      -13.5976533000
        0.1250000000        0.9910254038      -13.5840483000
        0.1500000000        1.0160254038      -13.5663618000
        0.1750000000        1.0410254038      -13.5445938000
        0.2000000000        1.0660254038      -13.5214653000
        0.2250000000        1.0910254038      -13.4956158000
        0.2500000000        1.1160254038      -13.4670453000
        0.2750000000        1.1410254038      -13.4357538000
        0.3000000000        1.1660254038      -13.4017413000
        0.3250000000        1.1910254038      -13.3663683000
        0.3500000000        1.2160254038      -13.3282743000
        0.3750000000        1.2410254038      -13.2888198000
        0.4000000000        1.2660254038      -13.2466443000
        0.4250000000        1.2910254038      -13.2044688000
        0.4500000000        1.3160254038      -13.1595723000
        0.4750000000        1.3410254038      -13.1146758000
        0.5000000000        1.3660254038      -13.0697793000
        0.5250000000        1.3910254038      -13.0235223000
        0.5500000000        1.4160254038      -12.9772653000
        0.5750000000        1.4410254038      -12.9310083000
        0.6000000000        1.4660254038      -12.8847513000
        0.6250000000        1.4910254038      -12.8398548000
        0.6500000000        1.5160254038      -12.7963188000
        0.6750000000        1.5410254038      -12.7527828000
        0.7000000000        1.5660254038      -12.7119678000
        0.7250000000        1.5910254038      -12.6725133000
        0.7500000000        1.6160254038      -12.6357798000
        0.7750000000        1.6410254038      -12.6017673000
        0.8000000000        1.6660254038      -12.5704758000
        0.8250000000        1.6910254038      -12.5419053000
        0.8500000000        1.7160254038      -12.5160558000
        0.8750000000        1.7410254038      -12.4942878000
        0.9000000000        1.7660254038      -12.4766013000
        0.9250000000        1.7910254038      -12.4629963000
        0.9500000000        1.8160254038      -12.4521123000
        0.9750000000        1.8410254038      -12.4466703000
        1.0000000000        1.8660254038      -12.4439493000
 
        0.0000000000        0.8660254038       -8.5216278000
        0.0250000000        0.8910254038       -8.5216278000
        0.0500000000        0.9160254038       -8.5202673000
        0.0750000000        0.9410254038       -8.5202673000
        0.1000000000        0.9660254038       -8.5189068000
        0.1250000000        0.9910254038       -8.5175463000
        0.1500000000        1.0160254038       -8.5161858000
        0.1750000000        1.0410254038       -8.5148253000
        0.2000000000        1.0660254038       -8.5121043000
        0.2250000000        1.0910254038       -8.5093833000
        0.2500000000        1.1160254038       -8.5066623000
        0.2750000000        1.1410254038       -8.5025808000
        0.3000000000        1.1660254038       -8.4984993000
        0.3250000000        1.1910254038       -8.4944178000
        0.3500000000        1.2160254038       -8.4889758000
        0.3750000000        1.2410254038       -8.4835338000
        0.4000000000        1.2660254038       -8.4780918000
        0.4250000000        1.2910254038       -8.4712893000
        0.4500000000        1.3160254038       -8.4658473000
        0.4750000000        1.3410254038       -8.4590448000
        0.5000000000        1.3660254038       -8.4522423000
        0.5250000000        1.3910254038       -8.4454398000
        0.5500000000        1.4160254038       -8.4386373000
        0.5750000000        1.4410254038       -8.4331953000
        0.6000000000        1.4660254038       -8.4291138000
        0.6250000000        1.4910254038       -8.4250323000
        0.6500000000        1.5160254038       -8.4209508000
        0.6750000000        1.5410254038       -8.4195903000
        0.7000000000        1.5660254038       -8.4182298000
        0.7250000000        1.5910254038       -8.4168693000
        0.7500000000        1.6160254038       -8.4168693000
        0.7750000000        1.6410254038       -8.4168693000
        0.8000000000        1.6660254038       -8.4168693000
        0.8250000000        1.6910254038       -8.4168693000
        0.8500000000        1.7160254038       -8.4182298000
        0.8750000000        1.7410254038       -8.4182298000
        0.9000000000        1.7660254038       -8.4182298000
        0.9250000000        1.7910254038       -8.4195903000
        0.9500000000        1.8160254038       -8.4195903000
        0.9750000000        1.8410254038       -8.4182298000
        1.0000000000        1.8660254038       -8.4182298000
 
        0.0000000000        0.8660254038       -8.5216278000
        0.0250000000        0.8910254038       -8.5202673000
        0.0500000000        0.9160254038       -8.5202673000
        0.0750000000        0.9410254038       -8.5189068000
        0.1000000000        0.9660254038       -8.5161858000
        0.1250000000        0.9910254038       -8.5148253000
        0.1500000000        1.0160254038       -8.5121043000
        0.1750000000        1.0410254038       -8.5080228000
        0.2000000000        1.0660254038       -8.5039413000
        0.2250000000        1.0910254038       -8.4998598000
        0.2500000000        1.1160254038       -8.4944178000
        0.2750000000        1.1410254038       -8.4889758000
        0.3000000000        1.1660254038       -8.4835338000
        0.3250000000        1.1910254038       -8.4767313000
        0.3500000000        1.2160254038       -8.4712893000
        0.3750000000        1.2410254038       -8.4644868000
        0.4000000000        1.2660254038       -8.4563238000
        0.4250000000        1.2910254038       -8.4495213000
        0.4500000000        1.3160254038       -8.4413583000
        0.4750000000        1.3410254038       -8.4345558000
        0.5000000000        1.3660254038       -8.4263928000
        0.5250000000        1.3910254038       -8.4182298000
        0.5500000000        1.4160254038       -8.4100668000
        0.5750000000        1.4410254038       -8.4019038000
        0.6000000000        1.4660254038       -8.3937408000
        0.6250000000        1.4910254038       -8.3855778000
        0.6500000000        1.5160254038       -8.3774148000
        0.6750000000        1.5410254038       -8.3706123000
        0.7000000000        1.5660254038       -8.3624493000
        0.7250000000        1.5910254038       -8.3556468000
        0.7500000000        1.6160254038       -8.3488443000
        0.7750000000        1.6410254038       -8.3434023000
        0.8000000000        1.6660254038       -8.3379603000
        0.8250000000        1.6910254038       -8.3325183000
        0.8500000000        1.7160254038       -8.3270763000
        0.8750000000        1.7410254038       -8.3229948000
