        0.0000000000        2.4452047959       -7.2792192000
        0.0500128238        2.4608047959       -7.2778587000
        0.1000256476        2.4764047959       -7.2737772000
        0.1500064119        2.4919947959       -7.2669747000
        0.2000192357        2.5075947959       -7.2805797000
        0.2500000000        2.5231847959       -7.3064292000
        0.3000128238        2.5387847959       -7.3309182000
        0.3500256476        2.5543847959       -7.3526862000
        0.4000064119        2.5699747959       -7.3744542000
        0.4500192357        2.5855747959       -7.3935012000
        0.5000000000        2.6011647959       -7.4111877000
        0.5500128238        2.6167647959       -7.4275137000
        0.5999935881        2.6323547959       -7.4411187000
        0.6500064119        2.6479547959       -7.4547237000
        0.7000192357        2.6635547959       -7.4656077000
        0.7500000000        2.6791447959       -7.4751312000
        0.8000128238        2.6947447959       -7.4819337000
        0.8499935881        2.7103347959       -7.4887362000
        0.9000064119        2.7259347959       -7.4928177000
        0.9499871762        2.7415247959       -7.4955387000
        1.0000000000        2.7571247959       -7.4968992000
 
        0.0000000000        2.4452047959       -7.2792192000
        0.0500128238        2.4608047959       -7.2778587000
        0.1000256476        2.4764047959       -7.2737772000
        0.1500064119        2.4919947959       -7.2669747000
        0.2000192357        2.5075947959       -7.2574512000
        0.2500000000        2.5231847959       -7.2465672000
        0.3000128238        2.5387847959       -7.2329622000
        0.3500256476        2.5543847959       -7.2179967000
        0.4000064119        2.5699747959       -7.2016707000
        0.4500192357        2.5855747959       -7.1839842000
        0.5000000000        2.6011647959       -7.1649372000
        0.5500128238        2.6167647959       -7.1458902000
        0.5999935881        2.6323547959       -7.1268432000
        0.6500064119        2.6479547959       -7.1091567000
        0.7000192357        2.6635547959       -7.0914702000
        0.7500000000        2.6791447959       -7.0765047000
        0.8000128238        2.6947447959       -7.0628997000
        0.8499935881        2.7103347959       -7.0520157000
        0.9000064119        2.7259347959       -7.0438527000
        0.9499871762        2.7415247959       -7.0384107000
        1.0000000000        2.7571247959       -7.0370502000
 
        0.0000000000        2.4452047959       -7.1662977000
        0.0500128238        2.4608047959       -7.1962287000
        0.1000256476        2.4764047959       -7.2261597000
        0.1500064119        2.4919947959       -7.2547302000
        0.2000192357        2.5075947959       -7.2574512000
        0.2500000000        2.5231847959       -7.2465672000
        0.3000128238        2.5387847959       -7.2329622000
        0.3500256476        2.5543847959       -7.2179967000
        0.4000064119        2.5699747959       -7.2016707000
        0.4500192357        2.5855747959       -7.1839842000
        0.5000000000        2.6011647959       -7.1649372000
        0.5500128238        2.6167647959       -7.1458902000
        0.5999935881        2.6323547959       -7.1268432000
        0.6500064119        2.6479547959       -7.1091567000
        0.7000192357        2.6635547959       -7.0914702000
        0.7500000000        2.6791447959       -7.0765047000
        0.8000128238        2.6947447959       -7.0628997000
        0.8499935881        2.7103347959       -7.0520157000
        0.9000064119        2.7259347959       -7.0438527000
        0.9499871762        2.7415247959       -7.0384107000
        1.0000000000        2.7571247959       -7.0370502000
 
        0.0000000000        2.4452047959       -7.1662977000
        0.0500128238        2.4608047959       -7.1363667000
        0.1000256476        2.4764047959       -7.1037147000
        0.1500064119        2.4919947959       -7.0697022000
        0.2000192357        2.5075947959       -7.0356897000
        0.2500000000        2.5231847959       -7.0016772000
        0.3000128238        2.5387847959       -6.9663042000
        0.3500256476        2.5543847959       -6.9322917000
        0.4000064119        2.5699747959       -6.8969187000
        0.4500192357        2.5855747959       -6.8629062000
        0.5000000000        2.6011647959       -6.8316147000
        0.5500128238        2.6167647959       -6.8016837000
        0.5999935881        2.6323547959       -6.7744737000
        0.6500064119        2.6479547959       -6.7499847000
        0.7000192357        2.6635547959       -6.7322982000
        0.7500000000        2.6791447959       -6.7186932000
        0.8000128238        2.6947447959       -6.7091697000
        0.8499935881        2.7103347959       -6.7037277000
        0.9000064119        2.7259347959       -6.7010067000
        0.9499871762        2.7415247959       -6.6996462000
        1.0000000000        2.7571247959       -6.6982857000
 
        0.0000000000        2.4452047959       -6.6955647000
        0.0500128238        2.4608047959       -6.6969252000
        0.1000256476        2.4764047959       -6.6969252000
        0.1500064119        2.4919947959       -6.6955647000
        0.2000192357        2.5075947959       -6.6955647000
        0.2500000000        2.5231847959       -6.6955647000
        0.3000128238        2.5387847959       -6.6955647000
        0.3500256476        2.5543847959       -6.6942042000
        0.4000064119        2.5699747959       -6.6942042000
        0.4500192357        2.5855747959       -6.6942042000
        0.5000000000        2.6011647959       -6.6928437000
        0.5500128238        2.6167647959       -6.6928437000
        0.5999935881        2.6323547959       -6.6928437000
        0.6500064119        2.6479547959       -6.6928437000
        0.7000192357        2.6635547959       -6.6928437000
        0.7500000000        2.6791447959       -6.6942042000
        0.8000128238        2.6947447959       -6.6942042000
        0.8499935881        2.7103347959       -6.6942042000
        0.9000064119        2.7259347959       -6.6955647000
        0.9499871762        2.7415247959       -6.6955647000
        1.0000000000        2.7571247959       -6.6955647000
 
        0.0000000000        2.4452047959       -6.6955647000
        0.0500128238        2.4608047959       -6.6969252000
        0.1000256476        2.4764047959       -6.6969252000
        0.1500064119        2.4919947959       -6.6955647000
        0.2000192357        2.5075947959       -6.6955647000
        0.2500000000        2.5231847959       -6.6955647000
        0.3000128238        2.5387847959       -6.6955647000
        0.3500256476        2.5543847959       -6.6942042000
        0.4000064119        2.5699747959       -6.6942042000
        0.4500192357        2.5855747959       -6.6942042000
        0.5000000000        2.6011647959       -6.6928437000
        0.5500128238        2.6167647959       -6.6928437000
        0.5999935881        2.6323547959       -6.6928437000
        0.6500064119        2.6479547959       -6.6928437000
        0.7000192357        2.6635547959       -6.6928437000
        0.7500000000        2.6791447959       -6.6942042000
        0.8000128238        2.6947447959       -6.6942042000
        0.8499935881        2.7103347959       -6.6942042000
        0.9000064119        2.7259347959       -6.6955647000
        0.9499871762        2.7415247959       -6.6955647000
        1.0000000000        2.7571247959       -6.6955647000
 
        0.0000000000        2.4452047959       -6.6193767000
        0.0500128238        2.4608047959       -6.6234582000
        0.1000256476        2.4764047959       -6.6261792000
        0.1500064119        2.4919947959       -6.6302607000
        0.2000192357        2.5075947959       -6.6329817000
        0.2500000000        2.5231847959       -6.6357027000
        0.3000128238        2.5387847959       -6.6384237000
        0.3500256476        2.5543847959       -6.6397842000
        0.4000064119        2.5699747959       -6.6425052000
        0.4500192357        2.5855747959       -6.6425052000
        0.5000000000        2.6011647959       -6.6438657000
